transcript	length	SRR2040575_brain	SRR2040576_brain	SRR2040577_heart	SRR2040578_heart	SRR2040579_liver	SRR2040580_liver	SRR2040581_testes	SRR2040582_testes	SRR2040583_testes
NM_013400.3_REPIN1	3310	22	23	11	8	16	26	10	8	0
NM_013399.2_CDIP1	2742	86	60	10	2	6	10	16	14	0
NM_013398.3_ZNF224	3993	12	15	4	9	4	51	14	22	4
NM_013397.5_PRICKLE4	1646	11	8	10	6	4	4	16	4	0
NM_013396.4_USP25	5149	29	21	12	20	2	14	89	45	0
NM_013393.1_MRM2	1605	28	29	16	6	12	14	38	39	0
NM_013392.3_NRBP1	2266	18	22	12	16	4	20	28	38	0
NM_013391.3_DMGDH	3173	0	10	0	0	266	50	6	18	0
NM_013390.2_TMEM2	6540	22	28	6	32	42	90	22	54	0
NM_013389.2_NPC1L1	5066	0	1	2	0	29	47	3	6	8
NM_013387.3_UQCR10	934	68	88	142	82	62	31	70	37	12
NM_013385.4_CYTH4	3223	0	4	12	8	4	5	0	2	0
NM_013381.2_TRHDE	5552	81	43	2	2	0	2	8	8	0
NM_013380.3_ZNF112	3688	2	4	0	4	0	0	2	7	0
NM_013379.2_DPP7	1633	98	116	75	53	62	68	106	54	0
NM_013378.2_VPREB3	602	0	0	0	0	0	0	0	0	0
NM_013377.3_PDZRN4	3261	0	8	0	0	2	2	4	21	0
NM_013376.3_SERTAD1	1213	8	4	32	32	12	24	0	7	0
NM_013375.3_ABT1	2264	14	12	18	11	10	24	33	21	10
NM_013374.5_PDCD6IP	5972	46	82	32	68	22	69	92	164	0
NM_013373.3_ZDHHC8	5029	24	45	16	24	14	17	19	39	0
NM_013371.3_IL19	1848	2	2	0	1	4	0	0	0	0
NM_013369.3_DNMT3L	1723	0	0	0	0	11	0	0	4	0
NM_013368.3_SERTAD3	1527	2	0	6	0	2	16	8	16	0
NM_013367.2_ANAPC4	2701	10	29	11	5	6	24	6	35	2
NM_013366.3_ANAPC2	2733	50	42	24	6	22	21	43	57	10
NM_013365.4_GGA1	3185	10	10	16	4	8	22	130	88	40
NM_013364.5_PNMA3	3768	87	78	4	0	0	2	16	62	24
NM_013363.3_PCOLCE2	2047	0	2	124	86	24	9	12	12	0
NM_013362.3_ZNF225	4489	12	2	2	2	2	6	18	13	10
NM_013361.5_ZNF223	2419	20	21	11	6	2	17	14	24	0
NM_013360.2_ZNF222	1648	4	2	4	0	2	6	12	5	0
NM_013359.2_ZNF221	2426	0	2	0	2	0	0	4	0	0
NM_013357.2_PURG	1972	2	0	0	0	0	0	0	0	0
NM_013356.2_SLC16A8	1913	0	2	0	2	2	1	5	12	0
NM_013354.6_CNOT7	2712	8	10	0	6	4	17	7	16	0
NM_013353.2_TMOD4	1322	0	0	0	0	0	0	0	0	0
NM_013351.1_TBX21	2589	0	0	0	0	2	0	4	4	0
NM_013349.4_NENF	995	70	66	80	87	52	35	20	32	0
NM_013348.3_KCNJ14	2851	4	2	1	0	0	2	7	10	0
NM_013347.4_RPA4	1560	0	0	0	0	0	0	0	2	0
NM_013346.3_SNX12	2416	20	26	2	7	8	3	4	14	0
NM_013345.3_GPR132	3788	1	3	0	0	0	4	1	10	9
NM_013341.3_OLA1	4356	103	87	22	25	16	13	71	48	5
NM_013339.3_ALG6	3371	10	4	2	9	4	13	10	14	0
NM_013338.4_ALG5	1227	6	8	2	11	18	34	25	7	0
NM_013336.3_SEC61A1	3656	124	76	164	202	170	967	102	238	23
NM_013335.3_GMPPA	1564	6	10	14	14	18	51	3	11	0
NM_013333.3_EPN1	2423	80	48	24	2	32	10	42	26	0
NM_013332.3_HILPDA	1432	9	4	10	8	2	37	11	16	29
NM_013330.4_NME7	1656	12	8	2	4	2	8	30	13	0
NM_013329.3_PAXBP1	2836	15	5	2	10	14	29	43	29	0
NM_013328.3_PYCR2	1771	66	34	28	12	8	31	21	26	4
NM_013327.4_PARVB	1725	8	6	19	15	0	6	2	4	0
NM_013326.4_C18orf8	2226	12	6	4	7	8	16	26	10	0
NM_013325.4_ATG4B	2892	42	52	18	19	10	20	28	64	0
NM_013324.5_CISH	2285	0	0	6	12	40	30	6	4	0
NM_013323.2_SNX11	2315	8	10	4	6	4	7	7	18	0
NM_013322.2_SNX10	2591	22	40	0	0	2	50	0	4	0
NM_013321.3_SNX8	4756	60	44	12	10	16	10	86	54	32
NM_013320.2_HCFC2	5743	30	18	6	18	6	44	195	124	26
NM_013319.2_UBIAD1	3687	22	12	26	15	13	17	28	51	52
NM_013318.3_PRRC2B	11062	577	551	115	186	50	104	120	421	100
NM_013316.3_CNOT4	3341	16	2	6	0	0	4	15	18	0
NM_013314.3_BLNK	1829	2	0	0	0	2	6	0	3	0
NM_013313.4_YPEL1	4353	72	60	12	7	11	30	198	93	40
NM_013312.2_HOOK2	2628	0	4	21	11	4	15	12	11	8
NM_013310.3_C2orf27A	1222	3	2	0	2	0	2	7	14	0
NM_013309.5_SLC30A4	7173	51	23	11	23	4	23	48	79	49
NM_013308.3_GPR171	1862	0	0	2	0	2	9	0	0	0
NM_013305.5_ST8SIA5	2720	14	12	2	2	0	0	0	2	0
NM_013304.2_ZDHHC1	2026	8	4	2	0	6	2	13	15	0
NM_013301.2_CCDC106	1993	78	56	22	8	66	30	16	33	0
NM_013300.2_FAM216A	1529	28	35	4	10	4	8	117	78	2
NM_013299.3_SAC3D1	1584	16	6	6	0	4	5	29	16	0
NM_013296.4_GPSM2	3039	16	10	1	4	0	4	24	14	0
NM_013293.4_TRA2A	1866	4	15	11	18	6	14	20	44	0
NM_013292.4_MYLPF	710	0	0	0	0	0	2	0	0	0
NM_013291.2_CPSF1	4494	74	81	44	27	40	128	157	256	4
NM_013290.6_PSMC3IP	1440	2	0	8	0	10	6	2	8	0
NM_013286.4_RBM15B	6650	36	52	22	25	18	46	109	83	16
NM_013285.2_GNL2	2419	4	6	17	19	6	15	34	46	0
NM_013284.3_POLM	2825	4	8	4	4	0	5	4	8	8
NM_013283.4_MAT2B	2154	80	48	17	24	18	26	31	48	0
NM_013282.4_UHRF1	4282	2	2	0	1	0	0	5	5	6
NM_013281.3_FLRT3	3830	12	32	2	0	0	17	4	7	0
NM_013279.3_MYRF	5756	128	66	4	0	4	60	8	14	0
NM_013278.3_IL17C	1048	4	0	0	0	2	0	0	0	0
NM_013276.2_SHPK	3838	18	10	5	6	24	56	18	56	89
NM_013275.5_ANKRD11	9310	70	67	22	14	9	14	32	83	20
NM_013274.3_POLL	2741	2	6	2	4	8	10	23	11	4
NM_013272.3_SLCO3A1	5106	24	34	32	23	6	12	89	70	42
NM_013271.4_PCSK1N	1071	190	254	2	0	0	0	4	0	0
NM_013270.4_PRSS50	1363	0	0	0	0	0	0	42	33	7
NM_013269.5_CLEC2D	5284	2	5	14	8	4	18	10	33	56
NM_013268.2_LGALS13	610	0	0	0	0	0	0	0	0	0
NM_013267.3_GLS2	2648	18	16	2	0	59	18	2	3	0
NM_013266.3_CTNNA3	10710	10	10	16	30	0	0	5	11	0
NM_013265.3_VPS51	2761	78	122	70	24	66	73	71	36	22
NM_013264.4_DDX25	1850	44	52	0	0	0	0	275	142	0
NM_013263.4_BRD7	2327	36	32	30	27	8	24	87	114	6
NM_013262.3_MYLIP	3086	28	29	18	16	6	14	52	56	0
NM_013261.3_PPARGC1A	6318	79	46	96	38	32	54	38	29	47
NM_013260.7_SAP30BP	2758	32	22	12	18	10	32	24	18	6
NM_013259.2_TAGLN3	1503	136	155	2	0	0	0	0	0	0
NM_013258.4_PYCARD	782	2	2	0	2	2	0	0	0	0
NM_013257.4_SGK3	4206	12	10	2	0	6	20	10	14	14
NM_013256.5_ZNF180	4336	0	3	0	0	0	2	3	0	0
NM_013255.4_MKLN1	11194	39	47	22	33	9	55	23	112	19
NM_013254.3_TBK1	3098	56	48	10	22	20	37	124	113	18
NM_013253.4_DKK3	2755	304	326	62	82	4	8	58	52	32
NM_013252.2_CLEC5A	3524	0	0	0	2	0	2	4	4	0
NM_013251.3_TAC3	841	8	10	0	0	0	0	4	4	0
NM_013250.2_ZNF215	3658	8	0	5	4	0	8	6	17	0
NM_013249.2_ZNF214	2668	2	2	0	0	2	10	16	15	0
NM_013248.2_NXT1	1176	4	2	18	18	2	4	14	13	7
NM_013247.4_HTRA2	2550	18	16	6	8	10	6	18	14	2
NM_013246.2_CLCF1	1860	0	0	6	6	0	4	0	4	0
NM_013245.2_VPS4A	2211	223	189	81	70	33	74	88	95	2
NM_013244.3_MGAT4C	1934	8	3	2	0	0	0	21	11	0
NM_013243.3_SCG3	3366	194	238	2	6	3	9	16	17	31
NM_013242.2_CFAP20	1308	34	42	30	12	14	6	72	34	0
NM_013241.2_FHOD1	3865	2	2	12	9	4	0	6	4	0
NM_013240.5_N6AMT1	1010	6	2	4	0	0	0	0	6	0
NM_013238.2_DNAJC15	2792	53	52	34	44	44	22	65	41	6
NM_013237.3_PRELID1	1288	62	52	24	39	58	83	12	30	18
NM_013236.3_ATXN10	3340	123	110	54	39	30	37	80	126	0
NM_013235.4_DROSHA	5424	40	44	6	10	2	22	8	60	6
NM_013233.2_STK39	3288	157	135	24	24	2	0	216	167	0
NM_013232.3_PDCD6	1151	27	18	8	4	10	16	21	27	0
NM_013230.3_CD24	2513	4	9	0	1	0	24	4	3	0
NM_013229.2_APAF1	7171	12	14	8	2	0	6	8	18	10
NM_013227.3_ACAN	8840	4	2	2	0	0	0	4	2	15
NM_012486.2_PSEN2	2299	14	8	12	5	10	10	10	27	0
NM_012485.2_HMMR	3096	0	0	0	0	0	0	20	18	0
NM_012484.2_HMMR	3141	2	0	0	0	0	0	22	14	0
NM_012483.3_GNLY	1087	0	0	0	0	0	5	0	2	0
NM_012482.4_ZNF281	4904	18	10	2	2	10	9	4	16	6
NM_012481.4_IKZF3	9686	2	0	2	4	0	4	9	4	32
NM_012479.3_YWHAG	3779	2036	1840	232	278	68	134	80	216	10
NM_012478.3_WBP2	1944	552	514	101	104	96	170	130	139	50
NM_012477.3_WBP1	1237	76	80	30	16	46	81	26	51	44
NM_012476.2_VAX2	1163	0	2	0	0	0	0	0	0	0
NM_012475.4_USP21	2217	12	17	14	0	2	10	14	9	0
NM_012474.4_UCK2	4940	52	34	15	67	19	23	25	30	0
NM_012473.3_TXN2	1342	75	59	80	35	102	89	42	60	0
NM_012472.5_LRRC6	3430	2	4	0	0	0	0	13	14	0
NM_012471.2_TRPC5	5840	22	8	0	0	0	2	0	10	0
NM_012470.3_TNPO3	4422	46	35	18	22	24	44	106	77	34
NM_012469.3_PRPF6	3120	114	98	54	22	32	55	143	170	8
NM_012466.3_TSPAN16	1049	1	0	0	0	0	0	52	12	0
NM_012465.3_TLL2	6788	24	18	17	9	2	3	11	15	34
NM_012464.4_TLL1	7284	2	2	4	0	0	0	2	2	0
NM_012463.3_ATP6V0A2	6550	18	45	24	31	11	38	63	76	80
NM_012461.2_TINF2	2196	34	26	28	20	14	24	25	19	0
NM_012460.3_TIMM9	1208	2	8	4	8	0	2	4	8	0
NM_012459.2_TIMM8B	823	27	10	59	55	35	30	27	21	28
NM_012458.3_TIMM13	2000	42	31	26	22	50	37	20	38	0
NM_012456.2_TIMM10	684	26	34	14	12	26	24	6	21	1
NM_012453.2_TBL2	3041	26	15	20	27	28	33	595	285	46
NM_012452.2_TNFRSF13B	1377	0	0	6	6	0	2	0	3	32
NM_012451.3_SYNGR4	1029	2	0	0	0	0	0	48	36	0
NM_012450.3_SLC13A4	2927	0	0	2	1	0	0	10	14	0
NM_012449.2_STEAP1	1330	0	4	0	6	2	53	8	5	0
NM_012448.3_STAT5B	5171	106	108	49	72	64	105	90	138	6
NM_012447.3_STAG3	4394	6	10	17	6	8	8	107	109	8
NM_012446.3_SSBP2	4441	21	8	14	12	1	3	4	4	1
NM_012444.2_SPO11	1826	0	0	0	0	0	0	6	10	0
NM_012443.3_SPAG6	2634	2	4	0	0	0	0	114	74	0
NM_012437.5_SNAPIN	1052	22	28	38	31	22	24	15	38	0
NM_012435.2_SHC2	2509	47	60	16	27	42	87	19	38	0
NM_012434.4_SLC17A5	3333	24	24	17	23	36	46	46	41	8
NM_012433.3_SF3B1	4338	214	222	220	252	122	398	333	570	74
NM_012432.3_SETDB1	4446	6	8	12	8	14	19	34	60	0
NM_012431.2_SEMA3E	6629	14	23	0	4	7	10	8	8	188
NM_012430.4_SEC22A	3429	20	18	24	8	4	9	75	48	32
NM_012429.4_SEC14L2	4304	38	27	2	2	196	24	0	0	0
NM_012428.3_NPTN	2454	121	88	14	40	13	6	20	49	0
NM_012427.4_KLK5	1570	2	0	0	0	0	0	3	0	0
NM_012426.4_SF3B3	9736	160	188	112	152	51	147	168	336	93
NM_012425.3_RSU1	3769	20	16	39	24	20	31	18	43	21
NM_012424.4_RPS6KC1	4219	31	18	2	8	0	4	10	12	0
NM_012423.3_RPL13A	1196	284	239	665	468	826	1065	268	488	175
NM_012421.3_RLF	6266	54	34	22	32	10	69	80	105	0
NM_012420.2_IFIT5	4034	38	38	14	17	8	43	10	22	26
NM_012419.4_RGS17	1472	4	8	0	2	0	1	0	4	0
NM_012418.3_FSCN2	1690	2	0	0	0	0	0	2	2	0
NM_012417.3_PITPNC1	6264	68	44	22	15	4	12	16	17	12
NM_012416.3_RANBP6	4628	30	32	4	10	8	33	6	22	0
NM_012415.3_RAD54B	3074	2	6	0	2	0	0	2	7	10
NM_012414.3_RAB3GAP2	7329	88	92	30	39	12	69	31	85	0
NM_012413.3_QPCT	1719	16	14	2	4	0	4	4	8	0
NM_012412.4_H2AFV	1429	5	13	14	8	8	6	22	11	0
NM_012410.3_SEZ6L2	3364	79	34	0	0	0	0	4	6	2
NM_012409.3_PRND	4038	4	3	7	4	0	13	222	573	35
NM_012408.5_ZMYND8	5249	6	2	2	6	0	0	2	10	4
NM_012407.3_PICK1	2224	18	15	6	0	4	12	18	13	0
NM_012406.3_PRDM4	4225	72	50	40	22	10	30	66	80	0
NM_012405.3_ICMT	4815	88	86	62	76	42	58	56	80	8
NM_012404.2_ANP32D	396	0	0	0	0	0	0	0	0	0
NM_012403.1_ANP32C	705	0	0	0	0	0	0	0	2	0
NM_012402.3_ARFIP2	3725	12	10	6	2	6	16	18	16	12
NM_012401.3_PLXNB2	6356	42	71	84	105	150	219	107	196	0
NM_012400.3_PLA2G2D	1985	0	0	0	0	0	0	2	0	0
NM_012399.4_PITPNB	2981	43	28	24	28	16	57	30	48	0
NM_012398.2_PIP5K1C	5082	126	119	32	26	4	14	66	96	0
NM_012397.3_SERPINB13	3197	2	0	0	0	0	2	2	2	4
NM_012396.4_PHLDA3	2734	46	46	36	39	2	8	5	45	11
NM_012395.3_CDK14	4970	88	38	6	0	2	4	10	15	13
NM_012394.3_PFDN2	668	46	62	28	55	32	53	28	29	0
NM_012393.2_PFAS	5400	48	26	21	8	14	53	16	61	16
NM_012392.3_PEF1	1997	134	74	72	57	38	60	53	96	0
NM_012391.2_SPDEF	1914	2	0	0	0	0	0	0	2	0
NM_012390.3_SMR3A	598	0	0	0	0	0	0	0	0	0
NM_012388.3_BLOC1S6	4060	48	32	14	24	10	49	21	55	18
NM_012385.2_NUPR1	884	0	8	30	18	122	129	22	45	40
NM_012384.4_GMEB2	4296	22	20	12	8	4	16	42	60	0
NM_012383.4_OSTF1	1313	70	36	24	29	16	47	17	37	0
NM_012382.2_TTC33	5519	64	48	10	11	12	41	24	52	0
NM_012381.3_ORC3	2586	16	12	6	6	0	12	30	14	0
NM_012378.1_OR8B8	936	0	0	0	0	0	0	0	0	0
NM_012377.1_OR7C2	960	0	0	0	0	0	0	4	0	0
NM_012375.2_OR52A1	939	0	0	0	0	0	2	4	0	0
NM_012374.1_OR4D1	933	4	2	0	0	0	0	0	0	0
NM_012373.2_OR3A3	966	0	0	0	0	0	2	0	0	0
NM_012369.2_OR2F1	1089	6	0	0	0	0	0	2	2	0
NM_012368.2_OR2C1	1036	0	0	0	0	0	0	2	0	0
NM_012367.1_OR2B6	942	2	0	0	0	0	0	0	0	0
NM_012365.1_OR2A5	936	0	0	0	0	0	0	0	0	0
NM_012364.1_OR1Q1	945	0	0	0	0	0	0	0	0	0
NM_012363.1_OR1N1	936	0	0	0	0	0	0	0	0	0
NM_012360.1_OR1F1	939	0	2	0	0	0	0	6	4	0
NM_012353.2_OR1C1	945	0	0	2	0	0	0	2	0	0
NM_012352.2_OR1A2	932	0	0	0	0	0	0	2	0	0
NM_012351.2_OR10J1	1089	0	0	0	0	0	1	12	6	0
NM_012347.4_FBXO9	4438	69	58	15	6	17	64	32	45	4
NM_012346.4_NUP62	3241	6	8	2	6	6	24	18	14	40
NM_012345.2_NUFIP1	3487	14	6	2	5	4	4	10	29	0
NM_012343.3_NNT	4689	72	72	137	60	70	57	25	23	0
NM_012342.2_BAMBI	1732	10	4	10	6	8	12	9	40	0
NM_012340.4_NFATC2	7530	0	2	2	0	2	2	4	2	0
NM_012339.3_TSPAN15	1726	50	22	12	3	2	15	8	25	0
NM_012338.3_TSPAN12	2579	2	7	15	38	34	26	8	26	0
NM_012337.2_CFAP45	1836	2	0	2	0	0	1	73	27	0
NM_012336.3_NARF	1638	18	8	19	14	6	31	42	35	26
NM_012335.3_MYO1F	4173	6	2	8	12	7	32	1	15	1
NM_012334.2_MYO10	11436	137	150	15	41	27	53	121	267	96
NM_012333.4_MYCBP	2583	0	4	13	12	14	18	76	59	0
NM_012329.2_MMD	2723	88	46	24	14	0	26	30	89	2
NM_012328.2_DNAJB9	2538	62	50	34	60	36	378	124	75	34
NM_012326.3_MAPRE3	2166	146	116	26	6	2	29	25	17	0
NM_012325.2_MAPRE1	2640	60	60	72	121	14	42	119	264	0
NM_012324.4_MAPK8IP2	3395	380	351	2	0	0	0	12	15	0
NM_012323.3_MAFF	2450	3	11	14	25	2	13	9	9	2
NM_012322.2_LSM5	2275	10	5	20	2	12	14	6	15	8
NM_012321.4_LSM4	1825	64	24	32	17	40	9	38	33	0
NM_012320.3_PLA2G15	2764	8	12	21	12	10	15	24	36	2
NM_012318.2_LETM1	5462	88	62	53	38	11	36	90	142	56
NM_012317.3_LDOC1	1470	116	63	10	2	4	4	6	2	0
NM_012316.4_KPNA6	7373	131	132	72	57	43	130	149	247	115
NM_012315.1_KLK9	1438	0	0	0	0	0	0	0	0	0
NM_012311.3_KIN	6401	23	27	34	35	27	70	37	83	942
NM_012308.2_KDM2A	7393	46	60	42	42	28	90	138	276	8
NM_012307.3_EPB41L3	4777	148	132	4	8	2	8	48	42	16
NM_012306.3_FAIM2	4744	1566	1296	30	0	0	0	28	20	22
NM_012305.3_AP2A2	4671	110	68	23	13	18	20	56	51	0
NM_012304.4_FBXL7	4584	22	14	12	4	0	0	6	10	0
NM_012301.3_MAGI2	6880	68	54	6	0	4	6	4	8	0
NM_012300.2_FBXW11	4575	56	91	26	18	8	25	24	40	2
NM_012298.2_CAND2	4248	14	28	22	0	0	8	20	36	4
NM_012297.4_G3BP2	4275	116	96	18	15	18	20	79	86	0
NM_012295.3_CABIN1	7222	19	24	2	13	8	22	14	40	2
NM_012294.3_RAPGEF5	6629	380	314	40	44	14	70	48	51	0
NM_012293.2_PXDN	6863	8	26	24	88	22	41	40	73	14
NM_012292.4_HMHA1	5488	8	6	11	0	6	10	8	19	14
NM_012291.4_ESPL1	6641	4	2	2	0	0	8	64	95	42
NM_012290.4_TLK1	5751	38	53	4	9	16	25	28	72	12
NM_012289.3_KEAP1	2577	46	34	23	20	30	32	19	31	10
NM_012288.3_TRAM2	7065	2	11	37	70	40	57	116	163	52
NM_012287.5_ACAP2	7187	38	44	21	27	14	43	64	170	10
NM_012286.2_MORF4L2	1998	14	20	16	7	2	41	11	21	0
NM_012285.2_KCNH4	3923	6	12	0	0	0	5	4	2	12
NM_012284.2_KCNH3	3881	87	71	0	2	4	2	5	4	0
NM_012283.1_KCNG2	1401	0	0	0	0	0	0	0	0	0
NM_012282.2_KCNE5	1465	2	2	0	0	0	0	0	2	0
NM_012281.2_KCND2	5333	34	32	0	0	0	4	6	14	16
NM_012280.3_FTSJ1	2091	18	14	10	14	2	18	12	18	0
NM_012279.3_ZNF346	4327	1	7	2	2	7	14	3	16	0
NM_012278.2_ITGB1BP2	1292	0	0	20	18	0	0	2	4	0
NM_012276.4_LILRA4	1963	2	0	2	0	8	6	0	5	0
NM_012275.2_IL36RN	2717	0	1	0	0	0	3	1	2	8
NM_012274.1_HYPM	517	0	0	0	0	0	0	8	8	0
NM_012272.2_PRPF40B	3622	3	12	14	10	2	17	45	35	4
NM_012269.2_HYAL4	2411	0	1	0	2	0	1	9	23	11
NM_012268.3_PLD3	2431	162	152	27	31	14	21	41	42	22
NM_012267.4_HSPBP1	1925	26	22	4	12	4	16	6	8	0
NM_012266.5_DNAJB5	2465	10	4	26	87	0	2	26	30	0
NM_012265.1_RHBDD3	1738	12	16	6	2	4	13	16	20	8
NM_012264.4_TMEM184B	3629	58	59	18	14	2	4	2	5	16
NM_012263.4_TTLL1	1773	34	18	4	2	2	6	25	37	24
NM_012262.3_HS2ST1	6770	64	51	16	31	22	69	48	102	0
NM_012261.3_LAMP5	2059	64	28	0	0	0	0	0	0	0
NM_012260.3_HACL1	2287	6	6	6	0	10	16	19	17	0
NM_012259.2_HEY2	2672	4	2	33	6	0	2	12	21	0
NM_012258.3_HEY1	2319	18	14	6	1	0	1	2	9	0
NM_012256.3_ZNF212	2814	12	11	2	7	8	12	36	42	0
NM_012255.4_XRN2	3469	24	18	24	39	16	51	63	96	8
NM_012254.2_SLC27A5	2378	11	2	0	0	457	113	4	9	0
NM_012253.3_TKTL1	2652	0	0	0	0	0	0	118	184	0
NM_012252.3_TFEC	6700	0	2	0	0	2	0	6	6	0
NM_012250.5_RRAS2	2360	0	2	4	24	6	14	10	14	0
NM_012249.3_RHOQ	4542	84	73	374	435	16	146	42	109	14
NM_012248.3_SEPHS2	2351	94	66	38	14	466	379	34	36	0
NM_012247.4_SEPHS1	3275	16	20	5	11	20	23	13	54	12
NM_012245.2_SNW1	2146	24	32	34	21	13	30	101	103	0
NM_012244.3_SLC7A8	4257	16	16	6	0	2	4	32	65	0
NM_012243.2_SLC35A3	5886	8	14	7	7	8	32	20	29	12
NM_012242.2_DKK1	1815	4	2	0	3	0	0	2	0	10
NM_012241.4_SIRT5	4538	21	8	12	2	13	6	12	21	14
NM_012240.2_SIRT4	1213	6	6	4	0	4	2	4	3	0
NM_012239.5_SIRT3	2919	27	21	18	5	10	20	28	28	7
NM_012236.3_SCMH1	3293	10	6	16	10	4	7	11	26	2
NM_012235.3_SCAP	4268	48	64	21	14	42	59	44	125	8
NM_012233.2_RAB3GAP1	4918	98	85	33	59	18	34	68	77	0
NM_012232.5_PTRF	3651	41	40	457	216	30	50	88	112	54
NM_012231.4_PRDM2	7970	78	52	11	18	4	14	30	46	6
NM_012229.4_NT5C2	3551	40	46	29	35	12	63	74	107	19
NM_012228.3_MSRB2	1811	36	59	66	58	58	28	9	22	84
NM_012226.4_P2RX2	1651	0	0	0	0	0	0	0	0	0
NM_012225.3_NUBP2	1408	18	6	6	2	8	10	8	4	4
NM_012224.2_NEK1	5689	8	12	6	0	2	5	10	22	0
NM_012223.3_MYO1B	4939	8	18	18	46	52	73	16	35	10
NM_012222.2_MUTYH	1936	1	0	0	1	0	2	4	2	9
NM_012219.4_MRAS	4609	39	48	22	10	0	2	12	14	3
NM_012218.3_ILF3	6123	66	84	46	44	10	66	91	118	16
NM_012217.2_TPSD1	855	2	0	2	2	32	6	0	2	0
NM_012216.3_MID2	7345	20	22	6	2	4	12	6	13	0
NM_012214.2_MGAT4A	8382	71	47	22	35	21	43	23	63	157
NM_012213.2_MLYCD	2211	12	12	75	17	26	30	10	27	0
NM_012212.3_PTGR1	1249	12	16	8	11	116	61	2	12	0
NM_012210.3_TRIM32	3734	10	6	6	8	4	2	2	12	0
NM_012208.3_HARS2	2515	14	7	17	12	8	27	16	15	0
NM_012207.2_HNRNPH3	2427	14	8	4	3	2	12	7	22	0
NM_012206.3_HAVCR1	1713	0	0	2	0	0	2	1	0	0
NM_012205.2_HAAO	1301	0	2	9	0	182	31	6	2	28
NM_012204.3_GTF3C4	9058	38	59	23	16	16	40	93	132	27
NM_012203.1_GRHPR	1235	101	71	81	46	742	80	40	70	16
NM_012202.4_GNG3	962	292	252	0	0	2	0	13	6	0
NM_012201.5_GLG1	8300	74	63	26	42	18	29	77	134	26
NM_012200.3_B3GAT3	1679	34	14	2	0	4	18	4	12	6
NM_012199.4_AGO1	7510	12	16	17	6	8	5	10	35	11
NM_012198.3_GCA	3241	34	40	8	14	8	45	51	62	0
NM_012197.3_RABGAP1	4999	173	187	73	37	20	34	118	259	0
NM_012194.2_KIAA1549L	11640	453	365	0	2	0	9	14	35	14
NM_012192.3_TIMM10B	2861	44	65	32	22	20	29	29	65	24
NM_012191.3_NAT6	1358	2	0	2	0	0	2	19	8	14
NM_012190.3_ALDH1L1	3306	27	28	4	10	202	4	8	7	5
NM_012189.3_CABYR	2382	0	6	0	0	2	2	190	51	0
NM_012188.4_FOXI1	2296	0	0	0	0	0	1	0	0	24
NM_012186.2_FOXE3	2000	0	0	0	0	0	0	0	0	0
NM_012184.4_FOXD4L1	2067	0	0	0	0	0	0	6	6	24
NM_012183.2_FOXD3	2078	0	2	2	2	0	0	4	6	0
NM_012182.2_FOXB1	1459	0	0	0	0	0	0	2	0	0
NM_012181.4_FKBP8	1811	376	327	76	39	65	64	165	147	8
NM_012180.2_FBXO8	2564	12	8	12	18	12	46	30	18	0
NM_012179.3_FBXO7	2153	24	37	29	15	24	12	87	82	4
NM_012177.3_FBXO5	2109	0	2	2	4	0	2	0	8	0
NM_012176.2_FBXO4	1523	0	2	4	2	2	13	10	14	0
NM_012175.3_FBXO3	2408	52	46	25	21	14	31	50	45	0
NM_012174.1_FBXW8	4673	4	3	0	4	8	11	12	16	4
NM_012173.3_FBXO25	2452	4	4	2	5	6	12	104	47	0
NM_012172.4_FBXO24	2181	0	0	0	0	0	0	47	24	0
NM_012170.3_FBXO22	1717	10	2	2	4	2	5	4	14	0
NM_012168.5_FBXO2	1724	194	190	0	2	54	8	6	10	2
NM_012166.2_FBXO10	4592	20	31	12	6	2	9	40	66	18
NM_012164.3_FBXW2	9186	72	102	71	63	44	108	111	176	40
NM_012163.2_LRRC29	1486	2	2	0	0	0	2	4	2	0
NM_012162.3_FBXL6	1799	2	4	2	7	2	14	6	10	0
NM_012161.3_FBXL5	3540	54	38	28	20	20	34	60	89	0
NM_012160.4_FBXL4	2810	4	6	6	2	4	8	0	12	0
NM_012157.3_FBXL2	3000	42	48	6	2	0	2	16	19	0
NM_012156.2_EPB41L1	6276	152	107	4	2	4	0	10	16	0
NM_012155.2_EML2	2275	35	25	0	8	0	18	6	12	0
NM_012154.3_AGO2	3520	7	4	6	19	4	4	30	2	0
NM_012152.2_LPAR3	1738	6	2	4	0	0	0	6	21	0
NM_012151.3_F8A1	1720	34	48	42	2	24	28	14	8	10
NM_012145.3_DTYMK	1227	4	0	0	0	0	1	0	2	0
NM_012144.3_DNAI1	2593	0	0	0	0	0	0	59	57	0
NM_012143.2_TFIP11	2864	12	22	18	2	8	17	61	49	24
NM_012142.4_CCNDBP1	3669	95	97	49	44	33	71	56	74	74
NM_012141.2_INTS6	7465	10	4	10	23	6	18	110	83	8
NM_012140.4_SLC25A10	2008	6	2	2	0	44	14	11	13	0
NM_012139.3_SERGEF	1582	54	66	16	7	6	4	26	6	48
NM_012137.3_DDAH1	3991	182	148	4	35	38	51	26	41	0
NM_012135.2_FAM50B	1673	36	24	18	0	6	4	30	6	10
NM_012133.5_COPG2	3155	36	29	14	11	6	10	41	82	0
NM_012131.2_CLDN17	731	0	0	0	0	0	0	0	0	0
NM_012130.3_CLDN14	1247	0	1	0	0	4	2	1	0	2
